distribution,method,seed,rotation,base_dcor,rotation_dcor,difference
e,ZCA,0,26,0.1424130068609254,0.1329702238357638,-0.009442783025161605
e,ZCA,0,27,0.1424130068609254,0.13527174768416636,-0.007141259176759035
e,ZCA,0,28,0.1424130068609254,0.13780249533661268,-0.004610511524312716
e,ZCA,0,29,0.1424130068609254,0.1296365724700347,-0.012776434390890684
e,ZCA,0,30,0.1424130068609254,0.13167336810202887,-0.010739638758896525
e,ZCA,0,31,0.1424130068609254,0.1359986567557651,-0.0064143501051602825
e,ZCA,0,32,0.1424130068609254,0.1250444919668,-0.017368514894125386
e,ZCA,0,33,0.1424130068609254,0.13271594344050872,-0.00969706342041668
e,ZCA,0,34,0.1424130068609254,0.13541974221520592,-0.006993264645719477
e,ZCA,0,35,0.1424130068609254,0.14058109863936102,-0.0018319082215643712
e,ZCA,0,36,0.1424130068609254,0.1362997436615323,-0.006113263199393093
e,ZCA,0,37,0.1424130068609254,0.1330169692983521,-0.00939603756257329
e,ZCA,0,38,0.1424130068609254,0.13836144542536039,-0.00405156143556501
e,ZCA,0,39,0.1424130068609254,0.14261505876388944,0.00020205190296404552
e,ZCA,0,40,0.1424130068609254,0.14034745577217614,-0.0020655510887492567
e,ZCA,0,41,0.1424130068609254,0.135645434408635,-0.006767572452290399
e,ZCA,0,42,0.1424130068609254,0.13034139606693126,-0.01207161079399413
e,ZCA,0,43,0.1424130068609254,0.12415265162031791,-0.018260355240607484
e,ZCA,0,44,0.1424130068609254,0.13715501561205684,-0.005257991248868554
e,ZCA,0,45,0.1424130068609254,0.13989170818844782,-0.0025212986724775788
e,ZCA,0,46,0.1424130068609254,0.134439856823975,-0.0079731500369504
e,ZCA,0,47,0.1424130068609254,0.12132686907683657,-0.021086137784088826
e,ZCA,0,48,0.1424130068609254,0.12885377182855004,-0.013559235032375355
e,ZCA,0,49,0.1424130068609254,0.12856968688035206,-0.013843319980573338
e,ZCA,0,50,0.1424130068609254,0.12989393677891073,-0.012519070082014666
e,ZCA,0,51,0.1424130068609254,0.1264540035789653,-0.015959003281960094
e,ZCA,0,52,0.1424130068609254,0.13794034483409753,-0.004472662026827862
e,ZCA,0,53,0.1424130068609254,0.14385732564382706,0.0014443187829016602
e,ZCA,0,54,0.1424130068609254,0.13519827394251,-0.007214732918415401
e,ZCA,0,55,0.1424130068609254,0.1320855438344817,-0.01032746302644369
e,ZCA,0,56,0.1424130068609254,0.14107949939783312,-0.0013335074630922705
e,ZCA,0,57,0.1424130068609254,0.13924453514411023,-0.003168471716815169
e,ZCA,0,58,0.1424130068609254,0.13331738882887056,-0.00909561803205483
e,ZCA,0,59,0.1424130068609254,0.13712428855721295,-0.005288718303712442
e,ZCA,0,60,0.1424130068609254,0.13189789523705395,-0.010515111623871448
e,ZCA,0,61,0.1424130068609254,0.12735718007582636,-0.015055826785099036
e,ZCA,0,62,0.1424130068609254,0.13204278806010644,-0.010370218800818953
e,ZCA,0,63,0.1424130068609254,0.12763722847157893,-0.014775778389346461
e,ZCA,0,64,0.1424130068609254,0.13812356685688074,-0.004289440004044659
e,ZCA,0,65,0.1424130068609254,0.1369567496064145,-0.0054562572545109045
